unique id,name,rating,votes,title,location,date,genuinity,description
19800,samir sahu,5,6,Victus Laptop WIFI hardware is very bad. It disconnects every one -two hours and doesnt connect back,India,19-Aug-22,Verified Purchase,"Victus Laptop WIFI hardware is very bad. It disconnects every one -two hours and doesnt connect back. Only after restarting laptop it will connect back and then again 1 hour after, it will self disconnectRestart again to use it.HP support website has so many people posting the same issue with victus laptops. HP guys will ask you to delete / install some drivers, but that solutions doesn't work even 1-2 days .. beware of this. I am using it for more than 6 months now. its frustrating"
18384,Amazon Customer,4,One,Overall a good product for the price.,India,08-Jul-22,Verified Purchase,"Pros: good built and processing speed, big screen, licensed ms office 2021, windows 11 preinstalled.Cons: heavy, screen wobbles, display is not that good.The product works for me as most of my work involves running civil engineering softwares."
19244,Anonymous,4,2,Great Pick for the Price.,India,22-Aug-22,Verified Purchase,"For the price this variant sells in, you will not be disappointed."
18836,Vishnu,5,One,Best in class,India,09-Oct-22,Verified Purchase,"Best laptop for budget gaming, its beyond my expectations performance was top notch yes there are few cons like display shaking while making hard movements but its okay not a major concern to worry about go for it if u r budget is below 70k"
20207,Timung Hanse,3,,Flat Sound.,India,31-Oct-22,Verified Purchase,You can't get actual music with headphone.
19008,Shreyash ,4,One,Best in this price,India,06-Jul-22,Verified Purchase,I got this for 55k and its absolutely worth the price. Runs games smoothly and omen gaming hub enhances gaming experience. Best in the price range for coding and gaming
16862,Vinit Nishad,5,2,Great product,India,26-Aug-22,Verified Purchase,"It's the best gaming laptop in this budget , the most good thing is that this laptop has a 70wh battery which lasts longer and if u do light tasks it can last up to 8 hours with low brightness although it's very good in gaming too it gives 100+ FPS in GTA v  with external monitor and also u can connect up to 2 monitors with it , great product..."
20081,Ankit Baisoya,3,6,Warranty issue,India,01-Oct-22,Verified Purchase,Purchased it on 23rd sept 2022 ... When try to check warranty online it's shows 30 june 2022 ...I guess they send a showcase laptopTried to get in touch with Amazon and hp but warranty is not updated yet ..
16964,Ameersohail,4,2,It's good at this price point,India,01-Jun-22,Verified Purchase,Everything is good but during charging  and playing simultaneously it's temperature rises to 100 and screen wobbling is noticeably and it's little heavy (2.48)kg if u don't use track pad for 10min then start to use then there is lag of 2sec for mouse cursor to move
16913,Aman tiwari,5,2,"Overall, it's best laptop I got it for 47500 in the sale",India,09-Oct-22,Verified Purchase,Overall it's best laptop. Screen wobble.is not a issue I personally used it under the fan but I didn't faced this issue . Don't think go for it If u get it under 55000
19205,mrbosetheboss,5,One,I got this for 47.5k and at this price it's total worth it,India,27-Oct-22,Verified Purchase,"Buy this laptop in sale only, power button is in weird position. But every thing else is good."
18695,E.N.D.,4,2,A good product from hp at an amazing price.,India,15-Mar-22,Verified Purchase,"Really good line up from hp, the only con i can mention is screen wobbling. The screen definitely wobbles when put under full speed ceiling fan, which does not hinder the user experience that much but its a real pain in ass when using the webcam as the screen continuously wobbles because of fan. (note: this only happens when the fan is on full speed, not otherwise). So keep that in mind before making the decision."
19353,Raj thanki ,5,,Very nice awesome 👌,India,28-Oct-22,Verified Purchase,Very nice product fast processing  n gaming also fast battery life is good n fast charging
20346,Dinesh kumar,5,,Nice,India,16-Nov-22,Verified Purchase,Nice laptop
18520,Chidananda Sahoo,5,15,Beast in this price,India,19-Jan-22,Verified Purchase,"I spent 2 stressful months doing research fot my perfect laptop. Many laptops have on-paper similar specs. So it can be confusing. But most of them have hidden flaws/hidden features which u can't see. So here u go, why this is The Best. I am not going to list the obvious ones.Pros:70Whr battery. U can't find in any laptop in this rangeTwo M.2 slots. Rare feature.RX5500M GPU. Rare GPU in any price. GTX1650 is no match against this monster(in gaming).2 memory slots. No soldered memory.Flicker free display.RAM upgrade supported upto 32GB. Which most Lenovo and Pavillion laptop don't giveCons:Heavy- 2.5KgBuild quality ok, plastic. Not great. Tight hinge. Display wobbles a bit.RX5500M is only good for gaming. Not for machine learning or video rendering.Linux support is really bad. Wifi and GPU driver took real hard work to make it work. If u don't disable secure boot then Linux won't boot initially.No MuX switch. (This feature is not created for poor people like me. Rich people with budget more than 80K can afford it)."
17074,Harsha,5,17,Best Gaming Laptop,India,11-Jan-22,Verified Purchase,After using for 10 days I am writing this review.. I am a hardcore gamer. I use this laptop like 8 to 13 hours daily..Screen is fantasticInbuilt speaker is good but you can use Bluetooth speaker and take advantage of B&O amplifierProcessor ryzen 5600h one of the best all rounderGraphics Amd Radeon 512 mb which is good for light usageDiscrete Graphic card 4gb rx 5500m for high graphic contents & gaming ultimate which is better than 1650 & 1650 TIBattery 75w for gaming arround 2 hours 15 mins with 30% brightness for Normal usage with less brightness you will get arround 5 hoursFull charge takes arround 1 hour 50 mins and charger capacity is 150 watt so here cpu will consume 45w and GPU will consume 85w.. it's important to plug in your laptop before playing any games to get maximum performance.. use omen gaming hub software to reduce the noise of the fan while playing at night..And the Bottom-line is every laptop has its own ups and downs but hp has created one of the best gaming laptop.. except 60 hrz display due to price fixation
18773,Adinath L,4,,Good value,India,28-May-22,Verified Purchase,Screen wobbles too much(even under fan under full speed)Backlit of keyboard doesn't shut down automatically(hp pavillion's backlit does)& light under keyboard's buttons visible clearly that it distractAt full brightness light of screen scatters and visible clearly at edgesBattery is bestPerformance is amazing
17518,Amazon customer,4,3,Good budget gaming laptop under 60k,India,22-Dec-21,Verified Purchase,"Pros1) Value for money.2) Handles most games with ease. Although, adding another 8Gb RAM is recommended. Dedicated GPU is okay.3) Pre-installed office home and auto-update to windows 11 home is handy .4) Keyboard spacing is fine.5) Fast booting.Cons1) Screen wobbling is there.2) Battery backup is poor. Deducting one star for the same.3) I don't understand why they are providing unwanted keys like game hub and calculator??  Also, Power key should be provided separately, away from keyboard console.4) Not  bright. Okay for normal usage"
20252,Shivam,5,3,BEAST....,India,02-Jan-22,Verified Purchase,"This is my first review here on Amazon and it couldn't have been any better.Just had upgraded from i-3 processor with integrated graphics, straight to this beast and no regrets in buying it because it's simply the best in this price range.After going through numerous YouTube videos, reviews, unboxing of all different kinds of laptops within my budget range, i finally stood upto it and fell in love with this product.The build quality feels premium and the touch can be felt without making a fuss about it.There's a big screen of 16 inch and for multimedia, work, playing games, it's just perfect.The new AMD processor is a beast and it boots in just 5 seconds while AMD Radeon graphics is a perfect picture adding to its beauty.Fast processes and quick responses makes it even better.For hardcore gamer, this might be not to buy option because of 60hz refresh rate, but for casual gamer, this laptop is packed with everything you can get under 60k.Happy with the purchase and don't hesitate because this is one of the best under 60k segment."
19160,Shaikh Tausif,5,,Good product 👍,India,10-Nov-22,Verified Purchase,Good product 👍
16561,NS,2,,Basic laptop with bad network adapter,India,09-Dec-22,Verified Purchase,"Somehow the high ratings don't seem justified after using for couple of weeks. The screen wobbles a lot of you shift it a bit or sit under fan. Display size is good, rest is just OK. Build quality is bad, makes cracking sound if lifted with one hand. Worst is network adapter. Horrible experience with wifi - can't find my wifi network every other day even though phine next to it can connect with full bars. Have to reset adapter,  restart laptop blah blah blah to connect again. Feels like a heavy computer which needs to be hooked to RJ45 cable all the time."
16779,rajesh lowanshi,3,,No 144hz display and avg camera. But other features are good,India,19-Oct-22,Verified Purchase,Good process nice working.
17438,Pratik Pihulkar,4,3,Too much flex screen,India,16-Aug-22,Verified Purchase,Much flex
17498,Meer Basharat,4,8,"Super at this price range ,but screen is Little bit wobling",India,23-Mar-22,Verified Purchase,"Camera is good ,screen is not fully anti glared ,I got this @ Rs 58000 or Rs 59000(forget) plus I got gaming mouse free which costs Rs 1700.I personally  buy this  laptop for coding and machine learning,not for gaming, performance is super in terms of efficiency.Battery back is awesome.A little heavy for students for travelling.but not too much. I m writing this review after 2 months"
19726,Chinmay S Ingle,5,2,"perfect for professional work, Students as well as casual gaming.",India,10-Aug-22,Verified Purchase,"Those who don't like multicolour Backlight keyboard, fancy look and want to use for daily work as well as casual gaming this is perfect Investment. I think best suitable for students.Cons : heavy weight and 16 inch so you have to carry large size bagpack .. nothing else compramise.Pros : large battery backup for student work (not for gaming bcz it's on high performance)"
17412,Uday kiran,5,One,Good laptop,India,16-Aug-22,Verified Purchase,Overall it is a good laptop value for money and a little bit screen woobling  but it is not an issue and I got it for 51k it is best laptop and battery performance is awesome if you want to purchase it don't think about anything it is very good laptop thank you Amazon for delivery in 3days ❤️
20327,ajay k.,3,One,"If u want to game u will want a better screen than 60 hz ,like 120 hz atleast",India,16-Aug-22,Verified Purchase,"It is fine for non eSports game because the panel is only 60 hz but overall it a good deal if it's near 55k, definitely better than 1650 counterpart as Rx 5500m one is cheaper and can get u a little bit more performance specially with an external monitor"
17901,Tushar,5,,About,India,04-Oct-22,Verified Purchase,Laptop is fineBattery life is 5 hour with minimum brightnessWobbling is not that muchFan are powerful
20286,Dhananjay Jadhav,5,,Very good 😊,India,26-Oct-22,Verified Purchase,Very nice 👍
20199,Mohit Kumar,3,,Reason why this is a budget gaming laptop,India,20-Aug-22,Verified Purchase,ProsFast processingGood displaySolid bulidLag free user experienceConsHeats very muchBattery is below averageGaming is for casual gamers onlyScreen wobbles like hellOverall i wouldn't recommend it to anyone but only casual gamers.
19261,Prashant ( new delhi),5,One,I got it for 56k and believe me this one is the best in this price.,India,19-Jul-22,Verified Purchase,"This is the best laptop for 56k.  What I like the most is that you can use it anywhere, whether it is an office or a casual place.  And believe me, gaming is also good, the cooling system is good.  Battery life is so good.  No other laptop does what it is offering.  Trust me if you are getting it for around 55k just go for it."
20048,Alok kumar,4,3,It's wifi adapter terminate itself disconnect,India,30-Jun-22,Verified Purchase,After that u have dothe trouble shootAnd. Browser terminate automatically
17979,Saravanakumar,4,5,Good product.,India,14-Mar-22,Verified Purchase,"Don't worry about delivery and product,it came with brand new box ,with dedicated delivery boy ,no damages.Product is good. Also don't worry on much about wobbling it is not a big issue ,screen is strong.I got it for ₹60k .Track is not bad.Better to use mouse.Fan is there to blow out heat"
18779,Harsh Singh,4,3,Gaming laptop inclined twoards professionalism,India,22-Apr-22,Verified Purchase,"Battery backup is upto 4 hrs, not bad,  not good,  also booting time is 5-6s along with a professional look, no scrap rgbs, ssd is of samsung, which is of high quality, keyboard is awesome... Etc,"
19855,Arbaaz Khan,5,One,Laptop and everything is good but camera quality is not good,India,27-Aug-22,Verified Purchase,This Laptop for  Gaming is perfect and battery backup is also good but for camera quality its not upto the mark its quality is worst and if we leave camera aside then every thing is good
19432,Amazon Customer,4,,"Not able to activate Microsoft Office, trying since two days",India,11-May-22,Verified Purchase,"Not able activate the Microsoft Office 2021 , I have been trying it since the last two days didn't get any proper support from hp support center either."
18325,Ksh Chingkhei Singha,5,,nice product,India,12-Oct-22,Verified Purchase,the product is good
19305,Rishi chaurasia,4,4,Best budget gaming laptop with some professional look.,India,29-Dec-21,Verified Purchase,Pros:1. A very powerful processor2. Dedicated GPU3. Decent speakers4. Microsoft StudentCons:1. 60hz display2. 2.4 kg weight3. Screen wobbling4. Display brightness is not good enough to use it outside in daylight.5. Bad cameraAt last it's definitely not for gaming because of its 60hz refresh rate display. If you want casual gaming then it's more than good enough.
18262,Mahmood Hussain,4,,Awesome 👍,India,26-Jun-22,Verified Purchase,
19021,Navneet Raj,5,6,Could be the best for your budget,India,23-Dec-21,Verified Purchase,"Every laptop in this range comes with compromises. This one has 60Hz screen and is heavy(2.5 kg). Screen wobbles, not much of an issue but it's noticeable sometimes when using on soft surfaces like bed.Battery life is excellent for a gaming laptop. Processor and GPU are the best in price range. Backlit keyboard is nice. Screen is also good. Camera sucks. Speakers have moderate volume. Good amount of ports provided.It is a laptop to be considered by a student with budget 60K as its performance is one of the best in the price range with some compromises which students can easily overlook, also all-day battery life is also something to look for and is rare in gaming laptops."
18547,Tarang Patel,5,4,Perfect For Entry level Gaming..,India,29-May-22,Verified Purchase,"The media could not be loaded.
                



 Working awesome start time is incredible, it's start within 4 seconds max.. I am reviewing after 15 days use. Had Run Farcry 5, Assassin's creed Odyssey, GTA 5 and PUBG all in hing graphics setting working perfectly, not much heating problem if you play about 2-3 hours. Ordered Farcry 6 let's see how it's going to be. Battery life is good if you are not playing games just working or browsing it will be last for at least 3hrs.."
17771,Mohit,5,,Beast performance,India,06-Oct-22,Verified Purchase,Beast performance
16780,VARSHITH,4,2,Good laptop 2-3 years guaranteed.,India,06-Jun-22,Verified Purchase,"The media could not be loaded.
                



 Good specs. Buy this laptop if you can compromise on display(60hz refresh rate)"
20436,KAMAL SINGH,5,One,"Fantastic look and body finish, Gaming laptop, look premium",India,29-Sep-22,Verified Purchase,"The media could not be loaded.
                



 Good configurationPerfect laptop for gaming and designing software.Nice camera.Battery life good.Premium look and awesome finish."
17145,Omkar Doke,5,,Fabulous laptop,India,29-Jul-22,Verified Purchase,"Fabulous laptop ever, with that price its a worth it to buy. I am using it for months and no issue . Beast for gaming and productive work like coding and office work. Just buy it excellent laptop. I loved it 🤩"
18799,Aman k.,5,,Best for Student,India,31-Jul-22,Verified Purchase,This is best laptop at this price Range for avergae gaming and Coding.but Battery life is not good . if you travel more or there is power issue in your Area you may disappoint.
19562,Eshwar,5,,Super loptop i love it,India,26-Oct-22,Verified Purchase,"The media could not be loaded.
                



 I love that 💕"
17874,Textile testing Laboratory,3,One,Good,India,27-Jul-22,Verified Purchase,"Still I'm using it for office use.,pretty good to use. I didn't start to use it for gaming!"
17707,Parth,5,,"It is more than promised, go for it boys!",India,14-Aug-22,Verified Purchase,All the myths about AMD's heating problem and less performance is not true it works fine just like any another Intel variant. Work every penny!
18758,fahyien,5,,Super fast Excellent,India,08-Jul-22,Verified Purchase,The 6 core makes this laptop superfast and when it comes to gamming it beats gtx 1650 and very good display and keyboard is good too. Backlight brightness should be low at dark. Very lucky to have this laptop
20122,ssmc,4,2,This thing is insane for 60k,India,01-Jan-22,Verified Purchase,"It's not 60k laptop it's 80k laptop. With insane gaming apps like omen gaming hub, wild tangent games and also it's handle Minecraft, fortnite,gta san Andreas etc. Well .. and also had lot of thermal cooling fans that help the laptop to cool down. And then the performance is insane."
19100,Amazon Customer,4,One,Battery is fine,India,25-May-22,Verified Purchase,
16543,Harish,5,One,Value for money,India,08-Sep-22,Verified Purchase,Very good laptop.build quality is good. Excellent battery and thermal performance.
16457,Mukesh,4,,Worth on account of money,India,25-Mar-22,Verified Purchase,After 2 months of use battery backup while gaming is average. Produces sound while gaming. But a good quality product overall.
19835,RINAV SUDHEER,5,11,Amazing laptop at affordable price,India,16-Mar-22,Verified Purchase,"The media could not be loaded.
                



 I just got the Item. Now it looks good. Detailed review later.Edit : After 1 and half month usage this is a beast in a executive look. For this price (60k when I bought. Now selling for 55k in sale offer) there no need to look around, grab this one. Awesome IO, upgradable ram and ssd slots, nice design, bang for the buck performance it's a complete package. For me the 60hz display and little screen wobble isn't a problem.Changing 4 stars to 5."
17972,Sangram Balkrishna Nevase,5,One,Just go for it .,India,17-Jun-22,Verified Purchase,"Everything good . 9 hrs battery backup for YouTube on FirefoxSome flaws ,1. Only 1 level of backlight2. Hinge cannot rotate more than 130⁰3. Speaker volume a little bit low .Other than this everything is perfect. I brought it for coding and basic gaming ."
19595,Anand Paul,4,2,Good performance... Full battery charge only last for 1hour 20 mins on gaming. That's the sad part.,India,16-May-22,Verified Purchase,"The media could not be loaded.
                



 Camera picture quality is pathetic. Battery charge should last little longer."
16870,Aniket,5,,Good,India,29-Aug-22,Verified Purchase,Act attending in nature I.e this laptop is good if you it.
19673,Murtaza Amin,5,One,"amazing product, superb quality",India,11-Sep-22,Verified Purchase,"amazing product, superb quality amazing product, superb quality"
18031,Dr Ankit Garg,4,,Good budget friendly laptop,India,09-May-22,Verified Purchase,Everything is good except battery backup
16496,Mahesh Mohan,5,One,Got exactly what I paid for,India,07-Mar-22,Verified Purchase,This all AMD system is worth every penny. The screen does wobble on unstable surfaces but otherwise it's fine. The screen is great for watching movies and playing games. The peformance is fine for multiplayer games. But if you maximize the performance it might begin throttling. The i/o is really good and modern. This has a hdmi 2.1 port and it has the latest bluetooth 5.2 and wifi6 chips inside.
19797,Kichuse ,4,,Good one,India,02-Apr-22,Verified Purchase,"Heavy weight , backlit not good. High rate of screen flickeringScreen shivering is very high issue"
20377,Placeholder,5,,Worthy!,India,05-Oct-22,Verified Purchase,"The media could not be loaded.
                



 Overall performance is best 👍💯"
18958,Vishnu,5,One,Max value for the money you spent,India,13-Jun-22,Verified Purchase,"Best laptop with dedicated graphic card for sixty six k. Performance is awesome. I use it for heavy programming and there is no heat issues unless you place it on your laps. I love this laptop. If it is on offer, go for it."
18217,Placeholder,5,2,Great laptop delivered @ 48000. Just buy it if you have to pay 65000 also,India,03-Oct-22,Verified Purchase,"The media could not be loaded.
                



 Go for it i grab it @48000"
17748,Kunal Vichave,4,,Brightness is not so good,India,27-Feb-22,Verified Purchase,"I like the power you feel when you hold this laptop, even the display is sharp but not so good in brightness"
17909,avinash pansari,3,One,Brightness could have been better,India,06-Mar-22,Verified Purchase,"Hi, after using it for 15 days, It is very good for casual gaming, office work, browsing, etc. I am disappointed only with the brightness, and the screen flicker. It could have been better. But yes the overall product performance is good and value for money under 58k. Played many titles God of War 5, Cyberpunk, Wildlands, Battlefield 5, GTA5, Forza 5 etc at high setting and got decent fps."
18152,Prince26712,3,207,Don't Buy,India,24-Jan-22,Verified Purchase,"Laptop specs, performance & build is awesome, but BIOS upgrade released later has a Glitch that had crashed it and HP doesn't have motherboard available. My laptop is dead since last 10 days, HP service is pathetic for victus laptop. Neither they are willing to give the replacement nor the spares are available. So, don't buy & waste your money to buy garbage & headache to your home!"
18177,Arun,5,One,Awesome lapyy for the price range,India,20-Aug-22,Verified Purchase,Bought it for 55k that was a good purchase overall.
18263,Moreshwar Madhukar Gosavi,5,,Outstanding Product.,India,27-Aug-22,Verified Purchase,Outstanding Product.
18355,Siddharth,3,3,Avegare,India,09-Jun-22,Verified Purchase,1. Overall Build quality : best2. Performance : above averageCan consider for all purpose!
17937,Arun Saini,5,,Top quality budget gaming laptop,India,12-May-22,Verified Purchase,I bought this laptop so I can run multiple VMs for training and learning. In my budget this is a perfect pc.  I have upgraded the memory to 24gb and the experience is smooth and enjoyable.Battery life is also decent.
18977,Varun,1,2,Worst laptop I don't recommend,India,13-Jan-23,Verified Purchase,One of the worst laptop  I never saw. Wifi intermittently shutting down even for good connection.  And HP  support is HORRIBLE.  you will not get the Yes option in running as admin.  Power backup is very little.  Too much hanging.  Never go to HP PRODUCTS.
19828,Vikash nishad,4,,Like this leptop,India,30-Mar-22,Verified Purchase,Hp victus is very very good product
16443,Deepak kumar,4,2,Processor and graphics card are both very good,India,31-Dec-21,Verified Purchase,It's one of the best in a price of 59k.It has everything except hinges are loose and build quality is cheap.
19015,Placeholder,3,One,Good laptop with windows 11 bug!,India,06-May-22,Verified Purchase,It's a decent laptop at this range but the windows 11 bug makes it a tough deal. Only if the hp could fix it!
17221,Omkar Adnak,5,3,Sound is ok and battery life is best up to 9-10 hours,India,31-Aug-22,Verified Purchase,Okkk
16480,Sourav,3,2,3rd class display,India,01-May-22,Verified Purchase,Only concern is its screen. It is just one week old but the screen starts flickering and when the brightness is minimum it looks like the above picture.
20180,Arshdeep Singh,2,One,Don't buy if you're a videoeditor,India,17-Aug-22,Verified Purchase,"This is not meant for videoediting as the drivers and overall amd graphics card is not means for creative apps like premier pro, after effects, e.t.cOverall if you are buying this for video editing i would highly suggest you go for amd cpu or intel and nvidia gpu as they also give option for studio drivers and everything easily as their support is good"
18568,SUKANTA MUKHERJEE,4,One,Very good but not the best.,India,07-Jan-22,Verified Purchase,"It's cool, but not for all types of games. Although it's the best one for my educational use."
19281,agent007,5,,2 words - Sweet deal!,India,31-Mar-22,Verified Purchase,"Amazing for this price range! And even though its only a 60Hz screen, still when you look at the screen, it appears like an AMOLED screen, such is the clarity and color efficiency. Thermals are amazing. Gaming is superb. Definitely recommended."
18116,Ravindra Kacholiya,5,,Nice,India,03-Aug-22,Verified Purchase,usefull & exlent !
19570,Akshay,5,,Value of money and good product,India,13-Apr-22,Verified Purchase,I am using it from last month and upto today it is working very fine. Good battery life. Good in gaming and it would be great if it had more refresh rate. Have not faced any problem yet
19173,shubham,5,,In nutshell -BEST,India,14-Jul-22,Verified Purchase,Best laptop you can get in this price range
19722,Kumar Aadarsh,4,3,Great for Video editing in budget.,India,14-Mar-22,Verified Purchase,
18343,Corporate Buyer,1,3,HP not giving proper warranty,India,12-Jan-23,Verified Purchase,"Warranty is only for 8 months. HP started Warranty from the date of shipping from factory to dealer, and not from the date it was sold to me."
19001,SurAj Soni,5,,Good at 55k,India,18-May-22,Verified Purchase,i bought it in sell for 53500 and its a good deal. everything is ok but you have install another 8gb ram and 512ssd for good gaming experience.
20331,Simpson,5,2,Good for gaming and office use,India,04-Jan-22,Verified Purchase,A good lap with fast performance.. if opting for gaming use separate monitor. MS office is really useful.. if yu need a gaming lap with ms office best to go for this..I din't see any drawbacks so far..No hanging issue or lag issue..Playing 4 games now it's cool till now..
20085,Crafts Arcade,5,2,good product,India,29-Jun-22,Verified Purchase,"using since 2-3 months... best performance... enjoying game, 3d render work , performing superb.... completely satisfied."
18250,Kaushal shah,5,,Amazing performance,India,18-Jul-22,Verified Purchase,Perfect product for heavy use
18026,Sid,5,,One of the best entry level gaming laptop,India,10-May-22,Verified Purchase,Using this laptop for over 45 days now. Decent Battery life. Mainly using this laptop for trading & played FIFA 22 without any lag or frame drop.
20404,Santosh Chavan,5,,best laptop for 1080p ultra graphics gaming,India,11-May-22,Verified Purchase,"forza 4 forza 5 run 60fps on high-ultra mix settings,shadow of the tomb raider , need for speed payback, battlefield 5 run 40-60fps high settings"
18316,sandeep kumar nayak,4,One,It can be improved with more brightness and better sound quality.,India,02-Feb-22,Verified Purchase,"Good,but can be better"
16684,Rahul,4,2,Not so good in built quality.,India,05-Jan-23,,After paying 60k we are provided with such bad quality built. It's been a year  since I am using this laptop and i took really good care of laptop but then also it started showing wear and tear in hinges....For a middle class family it very difficult to purchase a laptop and then we get such response .... HP help center does not give proper support nither in software nor in hardware.....  I looks like my money has been wasted by trusting HP laptops.....
18793,Amazon Customer,5,One,Loved it.,India,29-Mar-22,Verified Purchase,"Today only purchased. As of now everything good at this price range, Worth to buy.After using 2 or 3 weeks will update pro & cons and my user experience."
20453,Rajith S.,5,3,Fits the requirements,India,12-Dec-21,Verified Purchase,"Wanted a laptop for casual gaming, with AMD graphics. Upgraded the RAM (added additional 8gb) and a 1tb m.2 nvme ssd(total of 1.5tb now), after 1 month of usage.There is some alternative method to use discrete graphics during gaming, so that can be helpful. Overall happy with the purchase."
19359,Siddharth M.,5,,Great laptop under 60000INR!,India,21-Jun-22,Verified Purchase,You will not regret buying this!
19113,Vishwanjay Palsodkar,5,,Best laptop in this budget segment,India,19-May-22,Verified Purchase,U get Ms office lifetime which other laptop doesn't give in this segment . Better than other gaming laptop
19879,Raja tiwari,3,4,Screen wobbling,India,28-Mar-22,Verified Purchase,Screen bahot hilte (wobbling) hoti hai😤😤😤Fan ke niche laptop rakho to bhi wobble hoti hai screen
20228,Enzy,3,13,Trackpad issue!!!,India,16-Oct-21,Verified Purchase,"The trackpad in the victus makes a clicking sound when tapped anywhere around the trackpad. It is held loose , i can literally feel the trackpad hitting the bottom pannel. Im thinking of getting a replacement and also i dont know if thats a issue with my model. Seriously disappointed..."
17022,Anugrah Thomas,4,3,Value for money,India,20-Feb-22,Verified Purchase,The media could not be loaded.
19443,magical science,4,,It's very good.,India,03-Dec-21,Verified Purchase,It's a superb laptop. I like it.
19233,Ehtesham Anwar,5,19,Value for engineer students 😍😍😍,India,17-Feb-22,Verified Purchase,"The media could not be loaded.
                



 This is very good laptop i check all test ij this laptop that result is incredible test like cinebinch test 3d mark test and pcmark 10.And also i am YouTuber then this laptop also good for video editing.Battery is so good👍👍👍"
20044,T.V. Atreya,1,,DO NOT BUY!,India,28-Oct-22,Verified Purchase,"Honestly people do not buy this laptop. Its build quality is very poor even tha slightest of the pressure damaged the screen. My laptop dont have any mark of abuse on it, its just been one month i have bought it and screen got damage on asking service center its because i put the pressure which is not true. This laptop is very very fragile even slightest of pressure can break it and when ask for repair price is very high you wont even get the spare parts for it neither it come under warranty."
18375,Nimesh,4,,Worth it,India,09-Dec-21,Verified Purchase,Brightness should have been more
19658,Chirag,5,2,Value for money,India,13-Aug-22,Verified Purchase,The media could not be loaded.
17956,Dev,2,,"Good on performance, worst in built quality",India,22-Jul-22,Verified Purchase,Performance is good so far as I have only used for mails and browsing.Built quality is worst. Feel like holding a 20k laptop. Screen also does not appear that good.
19396,Aaditya,5,,Best all-rounder (daily and productive; not heavy ones) under budget laptop.,India,20-Jan-22,Verified Purchase,"Best all-rounder (daily and productive; not heavy ones) under budget laptop. Battery backup is also good, my daw works flawlessly in it. But I didn't tried gta kinda gaming yet but under 10gb games running amazing."
18380,Satish K Virivinty,5,,worth buying,India,18-May-22,Verified Purchase,I’m using it since over 2 weeks. it’s amazing. super fast. But bit heavy.
19666,Tejas,4,,Overall leptop is good but somehow display color feels a bit dull,India,03-Dec-21,Verified Purchase,
17993,MZ,3,4,Ok ok Product,India,04-Feb-22,Verified Purchase,"It takes atleast 2-3 mins of time to work smooth, after switching on. It even hang sometimes."
19042,Babulal ji,5,One,For budget gaming go for it,India,12-Jan-22,Verified Purchase,"If you want A PC for everything go for it . It will never disappoint you for anything 1080p gaming, editingBest battery performance.  It is the best design by hp ."
17427,Hemendra,5,2,Better than any other laptop at range of 58k-64k,India,04-Apr-22,Verified Purchase,"If weight and display is not a big deal, then it is the best laptop you can buy in 2022"
19351,Nikhil,5,,Awesome Laptop At Best Price Ever👍,India,02-Jun-22,Verified Purchase,Beast...✌️✌️✌️
18018,Jes Parekh,5,,Really very good laptop...,India,09-Apr-22,Verified Purchase,In this price segment.... Of course anyone can go for it.. without any problem...
20218,lav kumar yadav,5,One,Performance wise very good,India,23-Apr-22,Verified Purchase,Performance wise very good only issue is screen wovvel sometimes
18282,sumit,5,,Best laptop in the segment there is no competition till 70000 for this laptop,India,20-May-22,Verified Purchase,
20215,B VENKATARAO,3,One,super,India,26-Mar-22,Verified Purchase,good working
20359,Amazon Customer,1,6,बेकार प्रोडक्ट,India,05-Sep-22,Verified Purchase,बहुत ही बेकार product है। अभी मेरा 20 -25 दिन लिए हुए होगें। लगभग 10 दिन से बैटरी का issue आ गया है। मध्यम वर्ग के लोगों के लिए बहुत बड़ी price है इस प्रोडक्ट का लेकिन इतना पैसा खर्च करके भी मुझे क्या मिला केवल परेशानी। अब तो धीरे धीरे amazon और तथाकथित नामचीन कंपनियों पर से भरोसा उठता जा रहा है।वे जितना खर्च केवल दिखावे पर करते हैं। उनका कुछ परसेंट भी प्रोडक्ट की क्वालिटी पर करें। तो हम जैसे आम आदमी को परेशान नहीं होगें।
17370,Aamir Jamal,1,,Useless Laptop,India,12-Dec-22,Verified Purchase,Wifi stops working in a week.Screen gets blank everytime.and Amazon is also not responding.
20193,Satyajit Narayan,5,,Best and cheap,India,28-Apr-22,Verified Purchase,Best product at this range
19192,Sidharthkaushal,1,One,worst laptop,India,15-Nov-22,Verified Purchase,"this laptop is  wort laptop of the world. I am facing so many issues related this laptop like motherboard damaged after 6 months, fan sound laptop hing automatically going off and on while putting on legs....no need to buy this"
20144,Vimal,1,,"Power cable is plugged in and battery icon showing ""charging symbol"" but battery is NOT charging",India,01-Oct-22,Verified Purchase,"Power cable is plugged-in and battery icon showing ""charging symbol"" but still battery is NOT charging as well as draining continuously.Finally system got shut down. Now I am not able to charge the laptop also so I am going to return this laptop.Note - Since System is shut down now, I couldn't make video of live issue. Otherwise I would have made video of it."
